state_name,age_bracket,state_code,Below_primary_share_total_female,Below_primary_share_total_male,CMPR_agri_labourers_female,CMPR_agri_labourers_male,CMPR_below_primary_female,CMPR_below_primary_male,CMPR_cultivators_female,CMPR_cultivators_male,CMPR_household_industry_female,CMPR_household_industry_male,CMPR_illiterate_female,CMPR_illiterate_male,CMPR_main_workers_female,CMPR_main_workers_male,CMPR_matric_female,CMPR_matric_male,CMPR_middle_female,CMPR_middle_male,CMPR_non_workers_female,CMPR_non_workers_male,CMPR_other_workers_female,CMPR_other_workers_male,CMPR_primary_female,CMPR_primary_male,CMPR_total_female,CMPR_total_male,Child_labour_attending_total_female,Child_labour_attending_total_male,Child_labour_dropout_total_female,Child_labour_dropout_total_male,Dropout_rate_total_female,Dropout_rate_total_male,Graduate_share_total_female,Graduate_share_total_male,Illiteracy_rate_total_female,Illiteracy_rate_total_male,Literacy_rate_total_female,Literacy_rate_total_male,Non_worker_dropout_total_female,School_attendance_rate_total_female,School_attendance_rate_total_male
Sikkim,age_30_33,11,19.1418,15.6724,2.9049,9.5202,1.4807,7.7099,2.6984,8.5613,,,3.3163,10.6985,2.8064,8.5468,1.7668,7.8785,1.0948,6.0825,,,,,0.8001,5.9444,2.4812,8.5322,,,,,,,8.3885,10.2067,43.9468,17.7737,56.0532,82.2263,,,
Sikkim,age_34_plus,11,26.7276,28.7726,2.3876,8.5707,0.659,6.2707,1.8957,7.5026,,,2.5446,10.2291,1.7412,5.805,0.4526,3.2717,0.3435,2.6446,,,,,0.437,3.6196,1.6457,6.06,,,,,,,8.2456,8.8207,73.1926,37.6388,26.8074,62.3612,,,
Sikkim,age_below10,11,97.4865,97.1717,2.3876,1.5492,2.1226,1.4392,1.9822,1.3551,,,2.2425,1.1964,1.867,1.3311,1.5144,1.5747,2.0929,1.4724,,,,,2.3128,1.4921,2.1229,1.387,68.5347,69.1043,30.7319,30.0077,30.7319,30.0077,0.0,0.0,78.5224,78.6471,21.4776,21.3529,0.0,69.2681,69.9923
Arunachal Pradesh,age_10_13,12,58.5322,59.76,3.2047,1.1334,2.9855,0.4884,2.0744,0.3639,,,2.4911,0.4748,2.1381,0.4567,1.0221,0.5588,1.8046,0.5677,,,,,2.6537,0.5233,2.3269,0.5005,64.0556,72.867,31.5542,24.4173,31.5542,24.4173,0.0,0.0,36.969,27.8086,63.031,72.1914,0.0,68.4458,75.5827
Arunachal Pradesh,age_14_17,12,19.989,20.3885,25.9647,3.6588,29.1479,4.5185,22.6481,4.5498,,,22.521,4.4322,22.1849,3.9248,14.6809,3.0676,24.4748,4.3173,,,,,29.1667,4.8833,22.5633,4.0888,60.9862,69.4327,24.5236,18.0017,24.5236,18.0017,0.0,0.0,30.9506,20.1436,69.0494,79.8564,0.0,75.4764,81.9983
Arunachal Pradesh,age_18_21,12,14.4491,14.081,45.6508,30.165,46.0504,34.8288,51.0523,39.5361,,,48.8934,36.599,49.7769,33.7685,48.3586,28.3326,49.6123,35.8045,,,,,46.7807,36.6873,48.1642,33.6996,36.9123,48.4828,32.9643,18.4015,32.9643,18.4015,0.0,0.0,37.3975,22.4799,62.6025,77.5201,0.0,67.0357,81.5985
Arunachal Pradesh,age_22_25,12,13.9554,11.869,12.5245,32.233,9.8041,32.0356,13.2375,31.3066,,,13.4886,30.1602,14.1522,31.6887,20.7743,32.4075,11.9343,32.742,,,,,9.5128,31.2614,14.0064,31.0636,,,,,,,4.7022,5.2875,44.274,23.0949,55.726,76.9051,,,
Arunachal Pradesh,age_26_29,12,13.9959,12.1559,3.0412,12.7063,2.1459,12.3597,3.2963,10.6679,,,3.5309,10.9217,3.696,14.0064,4.8436,17.5445,1.9738,13.0303,,,,,1.8513,12.075,3.5463,13.5385,,,,,,,8.2946,10.4513,51.8071,26.6882,48.1929,73.3118,,,
Arunachal Pradesh,age_30_33,12,15.6864,11.8255,1.7986,8.272,0.5676,7.0014,1.3903,6.2257,,,1.6932,7.7207,1.479,7.9025,0.8776,8.4281,0.5428,5.7215,,,,,0.4689,6.0937,1.4142,7.7987,,,,,,,10.5392,11.7686,60.9474,28.4784,39.0526,71.5216,,,
Arunachal Pradesh,age_34_plus,12,20.4901,18.0675,1.2426,6.3034,0.2954,4.1031,0.7032,3.5331,,,0.9094,4.7915,0.6909,3.8138,0.2555,2.6934,0.1339,2.3267,,,,,0.174,3.0533,0.7128,3.8867,,,,,,,10.0626,13.1666,83.064,50.5639,16.936,49.4361,,,
Arunachal Pradesh,age_below10,12,96.8331,96.7363,3.4336,2.1873,3.2421,1.3966,2.7484,1.2402,,,2.5587,1.2242,2.7063,1.3381,2.2107,1.6693,2.8549,1.5125,,,,,3.1468,1.5539,2.6139,1.389,42.4208,47.6797,56.8533,51.7641,56.8533,51.7641,0.0,0.0,85.7353,83.6625,14.2647,16.3375,0.0,43.1467,48.2359
Nagaland,age_10_13,13,36.9476,38.1462,1.2432,0.33,0.9424,0.2441,0.5248,0.1966,,,0.7245,0.2264,0.5655,0.2444,0.5449,0.2581,0.6876,0.2469,,,,,0.7588,0.2697,0.7067,0.2535,75.8155,77.7354,19.8277,18.1169,19.8277,18.1169,0.0,0.0,25.6624,23.1566,74.3376,76.8434,0.0,80.1723,81.8831
Nagaland,age_14_17,13,8.814,8.6689,14.058,1.6938,13.2992,1.5323,10.6711,1.5528,,,11.4013,1.7818,10.6125,1.517,9.6175,1.3312,13.4995,1.511,,,,,14.4732,1.4822,11.8087,1.5225,70.5397,72.6314,18.2221,15.9123,18.2221,15.9123,0.0,0.0,22.9692,19.962,77.0308,80.038,0.0,81.7779,84.0877
Nagaland,age_18_21,13,6.7859,6.798,41.8872,20.7435,42.3911,19.0661,45.2718,22.858,,,42.3634,21.7995,43.7756,20.8639,39.3152,19.4381,44.1323,21.2325,,,,,45.6612,21.3797,42.0389,20.1633,56.2239,59.9724,22.8982,18.0293,22.8982,18.0293,0.0,0.0,26.105,22.2228,73.895,77.7772,0.0,77.1018,81.9707
Nagaland,age_22_25,13,6.6086,5.815,21.103,34.7778,20.8596,30.1587,22.112,32.3118,,,21.2077,29.4083,22.5733,31.7744,22.0732,30.7314,19.5256,33.1661,,,,,20.062,32.4517,21.0948,30.3089,,,,,,,7.7027,8.3546,29.5991,24.049,70.4009,75.951,,,
Nagaland,age_26_29,13,8.3622,6.162,8.6707,17.6419,7.7801,19.3419,8.4665,18.2465,,,8.4256,16.9397,8.9237,19.6725,7.5902,19.9961,6.0287,19.289,,,,,6.1279,18.9742,7.824,18.8451,,,,,,,11.687,14.3219,34.2759,24.9179,65.7241,75.0821,,,
Nagaland,age_30_33,13,10.2971,6.7709,3.2834,10.4927,3.3724,13.5244,3.8644,11.6915,,,4.2765,12.4863,3.9868,12.5933,2.4199,11.7979,1.7486,10.6518,,,,,2.1454,11.4595,3.3811,12.3772,,,,,,,8.1915,12.4907,39.2232,24.6622,60.7768,75.3378,,,
Nagaland,age_34_plus,13,16.0884,10.4012,2.1996,6.9732,1.5467,8.2629,2.0595,7.2701,,,2.4519,8.9218,2.0241,7.1435,0.8731,5.7849,0.6721,5.1412,,,,,0.8031,6.1128,1.7168,7.2413,,,,,,,4.5022,9.9799,59.3017,37.7035,40.6983,62.2965,,,
Nagaland,age_below10,13,93.1467,92.9874,0.9882,1.0339,0.9424,0.8408,0.7673,0.6797,,,0.7961,0.7247,0.806,0.769,1.0791,0.9218,1.0842,0.9066,,,,,0.9232,0.8429,0.914,0.8537,57.3384,58.8134,41.1827,39.7642,41.1827,39.7642,0.0,0.0,79.4679,77.983,20.5321,22.017,0.0,58.8173,60.2358
Manipur,age_10_13,14,39.7669,40.3491,0.994,0.1639,0.8201,0.2142,0.6736,0.2042,,,1.1335,0.2238,0.7258,0.2163,0.4137,0.1928,0.6403,0.1734,,,,,0.7141,0.2055,0.8702,0.195,83.867,86.9548,14.7177,11.4337,14.7177,11.4337,0.0,0.0,21.8377,17.9041,78.1623,82.0959,0.0,85.2823,88.5663
Manipur,age_14_17,14,7.7103,7.2929,19.9449,2.7863,18.0972,2.7759,14.7536,2.2069,,,20.0476,2.7069,14.9066,2.1539,9.5189,1.5574,16.9343,2.2724,,,,,17.7407,2.5499,16.7835,2.0503,77.8518,83.1947,17.1024,11.1843,17.1024,11.1843,0.0,0.0,16.5247,11.032,83.4753,88.968,0.0,82.8976,88.8157
Manipur,age_18_21,14,5.467,4.3661,44.2864,28.3753,42.0859,26.2552,42.1069,25.2021,,,41.4681,25.6067,38.7849,22.7586,36.3124,19.7307,41.8549,24.6988,,,,,42.2737,26.2456,39.2025,21.922,63.1237,71.5407,26.2696,15.1144,26.2696,15.1144,0.0,0.0,19.9031,11.3139,80.0969,88.6861,0.0,73.7304,84.8856
Manipur,age_22_25,14,4.3137,3.1277,19.8796,33.7124,19.6217,32.0971,21.7264,33.0523,,,18.8116,30.7977,22.3365,31.5165,26.2286,32.0371,20.9772,33.2016,,,,,19.8013,32.9286,20.7976,30.9251,,,,,,,8.026,8.6422,23.0027,11.1148,76.9973,88.8852,,,
Manipur,age_26_29,14,4.7951,3.0773,6.3774,16.1698,6.7015,15.9995,8.5137,17.0815,,,6.8831,15.311,10.1425,18.8848,10.5052,20.0376,6.9893,17.6756,,,,,6.8195,16.1634,8.5575,18.2927,,,,,,,20.6185,21.5243,30.6706,12.7607,69.3294,87.2393,,,
Manipur,age_30_33,14,6.0521,3.3294,2.5321,9.368,2.581,10.8716,3.3599,10.497,,,3.2151,11.1438,4.6415,12.1351,3.7358,11.6399,2.398,10.0703,,,,,2.4041,9.8788,3.7734,12.1394,,,,,,,25.2924,24.4582,37.3989,14.2353,62.6011,85.7647,,,
Manipur,age_34_plus,14,10.9748,7.6457,1.306,5.3985,1.2679,6.73,1.7187,6.0206,,,1.7329,7.366,2.0994,7.2828,1.3206,6.3838,0.9145,5.7406,,,,,1.0353,5.8526,1.7427,7.4096,,,,,,,18.1499,19.9342,63.3795,25.8242,36.6205,74.1758,,,
Manipur,age_below10,14,93.8542,93.5387,0.7546,0.5941,0.7195,0.5043,0.7351,0.6619,,,0.7444,0.7437,0.6506,0.5983,0.884,0.7681,0.8394,0.6824,,,,,0.8277,0.6228,0.7776,0.7143,64.4945,66.8323,34.7689,32.375,34.7689,32.375,0.0,0.0,82.3064,81.1739,17.6936,18.8261,0.0,65.2311,67.625
Mizoram,age_10_13,15,58.3031,63.5224,0.513,0.0911,0.2119,0.1274,0.3391,0.1291,,,0.7427,0.3222,0.2892,0.1515,0.0977,0.1198,0.1951,0.1571,,,,,0.2005,0.1078,0.3022,0.1452,87.7587,89.4578,10.3726,8.4548,10.3726,8.4548,0.0,0.0,9.2854,8.3496,90.7146,91.6504,0.0,89.6274,91.5452
Mizoram,age_14_17,15,15.1106,17.7083,11.8588,2.0032,9.7822,1.3416,11.65,1.6407,,,16.089,3.0454,9.9543,1.3552,3.47,0.6898,7.8986,1.1947,,,,,11.7647,1.5268,10.2676,1.3541,66.9844,68.591,16.2524,10.7723,16.2524,10.7723,0.0,0.0,7.0199,5.3177,92.9801,94.6823,0.0,83.7476,89.2277
Mizoram,age_18_21,15,14.4724,15.1073,49.3965,29.1145,49.1117,24.5151,50.751,28.7828,,,50.9045,35.5595,47.2068,24.6176,38.6153,18.7954,50.5488,25.4773,,,,,50.6529,27.3315,48.2389,24.5145,39.5302,41.1472,28.6452,14.8892,28.6452,14.8892,0.0,0.0,7.4018,5.7459,92.5982,94.2541,0.0,71.3548,85.1108
Mizoram,age_22_25,15,14.666,15.1579,21.3036,33.7127,22.8594,34.1654,21.2841,35.5341,,,17.6107,33.5187,23.6154,34.848,32.6147,36.2874,24.0891,35.6546,,,,,21.6196,34.632,23.1694,34.5289,,,,,,,5.0554,4.3707,7.7317,7.8593,92.2683,92.1407,,,
Mizoram,age_26_29,15,17.3385,15.5531,7.1515,16.0255,7.9959,16.6009,6.9064,15.5636,,,4.9779,10.6464,8.8676,18.6432,13.2066,22.8616,7.677,18.6618,,,,,6.8272,16.6717,8.0117,18.2694,,,,,,,8.707,10.3442,8.9661,8.2883,91.0339,91.7117,,,
Mizoram,age_30_33,15,23.3409,16.9827,3.8926,8.9461,3.7091,10.9796,3.0944,8.8414,,,2.4823,7.1776,3.7982,10.4806,3.9424,11.291,2.7607,9.614,,,,,2.7043,9.2685,3.2262,10.5036,,,,,,,6.4135,11.2091,11.0895,7.3505,88.9105,92.6495,,,
Mizoram,age_34_plus,15,52.3758,36.1297,2.2631,7.4437,2.8344,9.2086,2.1265,6.3902,,,2.0037,5.4274,2.404,6.8888,1.7323,6.063,1.2266,5.6475,,,,,1.5339,6.7138,2.0334,7.0668,,,,,,,2.2712,7.2613,19.5899,9.5476,80.4101,90.4524,,,
Mizoram,age_below10,15,98.3437,98.2436,0.3621,0.4097,0.4333,0.3452,0.54,0.3967,,,0.6569,0.6002,0.4881,0.4308,0.4996,0.4211,0.615,0.4773,,,,,0.6191,0.529,0.5576,0.453,64.9488,64.9894,34.7534,34.7343,34.7534,34.7343,0.0,0.0,76.6879,76.7455,23.3121,23.2545,0.0,65.2466,65.2657
Tripura,age_10_13,16,52.8776,53.3069,2.2092,0.1372,5.8009,0.1667,1.8846,0.1201,,,5.1956,0.1962,2.8655,0.1361,0.782,0.1463,2.0523,0.1533,,,,,3.458,0.1332,4.2355,0.1642,81.2762,85.3139,17.6929,13.5241,17.6929,13.5241,0.0,0.0,15.4022,10.9922,84.5978,89.0078,0.0,82.3071,86.4759
Tripura,age_14_17,16,16.7428,17.1805,24.6881,2.0263,38.3848,2.0766,23.0644,1.8174,,,30.8077,2.3157,24.5679,1.6293,12.4342,0.996,28.6305,1.4195,,,,,34.2372,1.6582,30.6534,1.7488,65.0722,70.3595,31.1067,20.8395,31.1067,20.8395,0.0,0.0,16.1746,9.2903,83.8254,90.7097,0.0,68.8933,79.1605
Tripura,age_18_21,16,16.6317,16.0465,50.7894,26.5089,38.4985,24.0943,52.4422,24.9411,,,42.4742,25.9281,44.2922,20.6908,41.0057,13.5768,43.9902,18.0995,,,,,40.5046,20.3452,40.9428,20.4574,33.1744,45.5208,58.8639,30.0125,58.8639,30.0125,0.0,0.0,21.0916,10.7548,78.9084,89.2452,0.0,41.1361,69.9875
Tripura,age_22_25,16,17.0673,15.1869,13.9495,38.9592,9.2649,37.3412,14.0466,38.2563,,,11.487,37.6232,15.2895,35.0648,26.5348,29.1561,15.1456,35.0353,,,,,12.2388,35.8205,13.2025,34.4392,,,,,,,4.8219,5.8013,24.3863,11.2337,75.6137,88.7663,,,
Tripura,age_26_29,16,19.9726,16.047,2.8236,16.9959,1.7893,17.8047,2.8716,17.6188,,,2.2997,15.5396,5.378,20.6967,9.1966,25.6483,3.6096,23.0835,,,,,3.052,20.5059,3.4728,20.0697,,,,,,,7.9864,10.7655,30.7389,14.4045,69.2611,85.5955,,,
Tripura,age_30_33,16,23.3158,17.1877,1.0178,8.6824,0.7622,10.1525,1.0534,9.892,,,1.1063,9.6187,2.2922,12.8838,2.9258,17.5501,0.8982,12.9735,,,,,0.9439,12.1296,1.2898,12.9389,,,,,,,8.7639,12.0977,37.5266,17.1425,62.4734,82.8575,,,
Tripura,age_34_plus,16,32.114,25.35,0.4114,3.7831,0.3128,4.9353,0.4809,4.3888,,,0.5821,5.2703,0.8595,5.8847,0.8892,8.6367,0.2528,5.1698,,,,,0.3134,5.3992,0.5204,6.3118,,,,,,,5.7889,9.654,55.1446,27.8339,44.8554,72.1661,,,
Tripura,age_below10,16,98.2572,98.1011,1.6509,0.8032,2.0932,0.914,1.7541,0.8072,,,2.2114,0.7919,1.6979,0.8253,1.5689,0.871,1.8758,0.97,,,,,1.9404,0.9755,2.0353,0.9035,56.783,59.4334,42.9871,40.2672,42.9871,40.2672,0.0,0.0,75.9546,74.5938,24.0454,25.4062,0.0,57.0129,59.7328
Meghalaya,age_10_13,17,63.9047,66.7252,1.052,0.4549,1.0602,0.4183,1.301,0.6121,,,1.6238,0.5238,1.1604,0.4741,0.5468,0.438,0.8792,0.4728,,,,,1.2145,0.5394,1.2767,0.483,69.2808,66.4904,27.4173,28.8793,27.4173,28.8793,0.0,0.0,30.3334,33.0088,69.6666,66.9912,0.0,72.5827,71.1207
Meghalaya,age_14_17,17,29.7576,34.0235,17.0238,2.4758,17.4545,2.1968,15.2058,2.3929,,,17.5972,2.6177,14.5862,2.1431,8.0484,1.7017,14.5726,2.0505,,,,,17.9222,2.2631,16.0811,2.2217,63.398,58.7954,23.7986,21.2802,23.7986,21.2802,0.0,0.0,22.2105,25.9038,77.7895,74.0962,0.0,76.2014,78.7198
Meghalaya,age_18_21,17,24.121,24.4115,50.3003,26.8189,50.2463,25.6155,49.5642,25.9312,,,46.4732,26.1819,47.5047,23.9808,41.1582,19.6738,47.8425,22.9789,,,,,49.5368,24.0622,46.5242,23.7864,45.4993,47.0634,31.7739,19.6026,31.7739,19.6026,0.0,0.0,25.5279,25.0393,74.4721,74.9607,0.0,68.2261,80.3974
Meghalaya,age_22_25,17,25.0843,23.3669,16.2455,35.6038,15.7297,34.6309,16.2732,34.1515,,,15.3988,32.6914,18.0041,34.0979,25.1034,33.071,17.7465,33.8296,,,,,14.5685,33.9436,16.9427,32.9692,,,,,,,6.033,5.7766,29.019,26.4627,70.981,73.5373,,,
Meghalaya,age_26_29,17,28.2468,25.2231,4.3999,15.0489,4.125,15.2149,4.6498,14.7663,,,4.5163,13.8893,5.9416,16.7671,8.5742,19.85,4.658,17.6005,,,,,3.7059,15.6259,5.1005,16.1489,,,,,,,9.3971,9.6624,36.7353,29.741,63.2647,70.259,,,
Meghalaya,age_30_33,17,30.7082,26.1597,1.7983,7.8585,1.6983,8.5481,2.0212,8.149,,,2.3361,8.48,2.5687,9.3704,2.7459,10.5342,1.4778,8.8603,,,,,1.6205,8.9686,2.2089,9.3223,,,,,,,8.219,8.8018,41.0307,30.8027,58.9693,69.1973,,,
Meghalaya,age_34_plus,17,39.1429,31.5829,1.1195,5.179,0.9048,5.8314,1.3527,5.9459,,,1.6318,6.5328,1.4427,6.1933,1.0353,5.5247,0.689,5.3418,,,,,0.6888,6.1357,1.2818,6.2675,,,,,,,7.1856,8.3735,56.1328,38.3323,43.8672,61.6677,,,
Meghalaya,age_below10,17,95.2147,94.6736,1.4145,0.9642,1.3456,1.1151,1.7963,1.6176,,,1.5746,1.3111,1.5316,1.208,1.3671,1.45,1.481,1.4132,,,,,1.6187,1.4504,1.5175,1.3288,44.9479,43.3711,54.0565,55.4639,54.0565,55.4639,0.0,0.0,86.1179,86.67,13.8821,13.33,0.0,45.9435,44.5361
Assam,age_10_13,18,39.8643,41.3182,2.2993,0.1357,3.1337,0.1747,1.7731,0.1595,,,3.059,0.1987,1.9119,0.1737,0.7093,0.1666,1.3851,0.1747,,,,,2.5724,0.1921,2.547,0.1863,67.72,70.9704,30.9878,26.0126,30.9878,26.0126,0.0,0.0,27.9565,23.423,72.0435,76.577,0.0,69.0122,73.9874
Assam,age_14_17,18,12.4425,14.3045,25.5016,2.0635,29.3719,1.9366,21.9841,1.8629,,,28.7518,2.4682,21.624,1.8421,13.7635,1.1242,24.2621,1.7626,,,,,29.2564,2.0702,26.2085,1.9233,55.9849,56.8303,39.9434,28.9309,39.9434,28.9309,0.0,0.0,25.8867,21.224,74.1133,78.776,0.0,60.0566,71.0691
Assam,age_18_21,18,11.7614,13.0353,46.9185,26.1691,44.339,21.3513,46.197,22.6871,,,44.8828,25.8224,44.4449,20.5586,42.9807,13.5136,46.5291,18.7438,,,,,44.5317,20.9119,44.2082,20.3726,32.7642,39.396,59.6173,32.6883,59.6173,32.6883,0.0,0.0,30.8754,21.2591,69.1246,78.7409,0.0,40.3827,67.3117
Assam,age_22_25,18,11.7667,12.0877,14.4448,38.7397,12.6288,35.3995,17.2719,36.2532,,,12.3164,36.5768,17.5592,33.7847,23.5493,27.8754,15.4229,32.3651,,,,,12.5462,33.9209,14.4723,32.931,,,,,,,6.0227,6.4538,35.818,21.0478,64.182,78.9522,,,
Assam,age_26_29,18,15.0922,14.5195,3.7143,15.8358,3.2243,18.1672,4.9471,17.7253,,,3.1376,15.1277,5.9297,19.0978,7.5586,22.6482,3.9547,20.3994,,,,,3.2375,18.5451,4.0892,18.4881,,,,,,,8.6534,11.0352,44.1008,25.6251,55.8992,74.3749,,,
Assam,age_30_33,18,19.1527,17.3912,1.7974,9.4762,1.4031,12.4006,2.1016,11.6254,,,1.5699,10.0139,2.48,13.5567,2.1844,17.6451,1.2093,13.7579,,,,,1.174,12.6162,1.6456,13.482,,,,,,,7.9692,11.6209,50.4788,29.7314,49.5212,70.2686,,,
Assam,age_34_plus,18,30.9082,26.2099,0.7995,4.5901,0.5771,6.7865,0.9408,6.1829,,,0.7613,5.3709,0.9729,6.9875,0.5924,9.4739,0.3519,7.0666,,,,,0.4329,6.7654,0.6748,7.2993,,,,,,,5.1594,9.1106,63.7069,34.327,36.2931,65.673,,,
Assam,age_below10,18,95.6406,95.7542,1.0242,0.5612,1.1517,0.569,0.9728,0.5673,,,1.1429,0.6044,0.9815,0.6166,1.0549,0.8901,1.1592,0.7601,,,,,1.1638,0.6824,1.1352,0.6957,49.7348,52.2215,49.9473,47.2801,49.9473,47.2801,0.0,0.0,80.8951,79.5728,19.1049,20.4272,0.0,50.0527,52.7199
West Bengal,age_10_13,19,55.6529,54.4921,6.1819,0.2442,7.4633,0.3173,6.4962,0.244,,,9.7035,0.39,6.3569,0.2583,1.0498,0.1885,2.5339,0.2296,,,,,4.8172,0.305,6.986,0.3058,75.2174,78.2381,23.0295,18.8581,23.0295,18.8581,0.0,0.0,19.367,14.8788,80.633,85.1212,0.0,76.9705,81.1419
West Bengal,age_14_17,19,20.2687,19.8262,46.1876,4.2143,47.3002,3.8702,41.1092,3.2215,,,45.6868,4.9451,39.9696,3.131,17.0563,1.3786,34.9214,2.3963,,,,,44.5361,3.4805,40.9367,3.3492,51.1757,54.4375,42.782,27.9704,42.782,27.9704,0.0,0.0,22.366,15.8313,77.634,84.1687,0.0,57.218,72.0296
West Bengal,age_18_21,19,20.3205,19.0042,36.4886,37.1142,33.6509,32.8652,38.0267,30.8222,,,31.8229,35.9635,34.4537,27.7087,45.8632,14.9264,43.0474,23.9174,,,,,37.0412,30.2475,34.8809,27.4695,22.723,32.4459,68.9123,31.7889,68.9123,31.7889,0.0,0.0,28.1521,17.3608,71.8479,82.6392,0.0,31.0877,68.2111
West Bengal,age_22_25,19,21.8027,18.8735,6.0929,37.598,5.3663,37.1078,7.7709,38.4878,,,5.4055,35.2263,9.3176,34.8985,21.1743,30.4031,11.024,36.1395,,,,,6.7183,36.7758,8.5631,34.1024,,,,,,,7.1851,8.6272,33.2102,18.4653,66.7898,81.5347,,,
West Bengal,age_26_29,19,24.1902,20.4761,1.2234,11.8545,1.147,13.7893,1.765,15.5553,,,1.1548,11.4997,3.3624,17.2363,6.2813,24.1041,2.6979,19.3398,,,,,1.4771,15.2074,2.2855,16.7783,,,,,,,10.0435,13.2722,39.229,21.9398,60.771,78.0602,,,
West Bengal,age_30_33,19,25.508,22.5024,0.4924,4.6613,0.4035,5.9637,0.7317,6.6659,,,0.5253,5.5399,1.4415,9.1691,1.9583,15.5645,0.8045,9.4054,,,,,0.4504,6.5897,0.7944,9.2266,,,,,,,9.8089,13.6353,44.2036,25.2524,55.7964,74.7476,,,
West Bengal,age_34_plus,19,32.4469,26.1002,0.2347,1.8357,0.2465,2.745,0.4218,2.627,,,0.403,2.7114,0.6342,4.0723,0.6801,7.7676,0.3027,4.1025,,,,,0.2022,2.8877,0.4109,4.3941,,,,,,,8.4946,12.9258,56.7133,27.9173,43.2867,72.0827,,,
West Bengal,age_below10,19,97.7387,97.5874,1.2083,0.5979,1.3476,0.6469,1.5471,0.5747,,,1.9861,0.6726,1.3449,0.7028,0.9827,0.9645,1.0138,0.819,,,,,1.1405,0.8031,1.565,0.7832,55.2257,56.9202,44.5593,42.7322,44.5593,42.7322,0.0,0.0,76.7027,75.6001,23.2973,24.3999,0.0,55.4407,57.2678
Jharkhand,age_10_13,20,46.5121,45.9292,8.0406,1.1508,7.9644,1.3674,6.559,1.0838,,,9.0811,1.3472,6.9467,0.9662,2.4316,0.6704,4.1459,0.937,,,,,6.1905,1.1325,7.9272,1.0905,57.2236,71.7772,40.9258,25.6122,40.9258,25.6122,0.0,0.0,39.1907,23.7131,60.8093,76.2869,0.0,59.0742,74.3878
Jharkhand,age_14_17,20,12.981,11.4391,42.2928,12.7018,44.2094,11.9173,36.1243,10.2732,,,43.2912,12.0546,37.7115,9.288,27.4001,6.7309,38.1903,9.4563,,,,,42.2651,10.5714,41.1737,9.9732,41.761,57.6904,52.0351,29.5007,52.0351,29.5007,0.0,0.0,39.4418,20.2667,60.5582,79.7333,0.0,47.9649,70.4993
Jharkhand,age_18_21,20,10.4415,8.2357,37.3136,51.6968,34.5424,48.7611,41.5984,48.3486,,,34.9377,49.0405,39.117,45.1248,47.3053,40.2312,41.8799,46.126,,,,,38.1394,48.0367,36.4213,45.1882,20.5077,37.8548,69.1123,35.6218,69.1123,35.6218,0.0,0.0,48.1349,20.1286,51.8651,79.8714,0.0,30.8877,64.3782
Jharkhand,age_22_25,20,10.7498,7.8186,5.7483,24.7596,5.048,26.1844,8.1602,28.4469,,,5.2736,26.09,8.0437,29.461,12.9623,32.1741,7.6204,29.2542,,,,,5.9944,27.6951,6.5752,28.3159,,,,,,,10.2195,10.2104,56.1379,22.4575,43.8621,77.5425,,,
Jharkhand,age_26_29,20,12.355,9.1925,0.9471,4.4529,0.8108,5.1344,1.4254,5.6711,,,0.8428,4.8255,1.7073,7.7788,2.4921,10.2237,1.2704,6.8106,,,,,0.9516,5.69,1.166,7.2978,,,,,,,14.1195,17.0715,63.3125,28.2177,36.6875,71.7823,,,
Jharkhand,age_30_33,20,13.9753,10.805,0.3618,1.8725,0.2927,2.2487,0.5933,2.4999,,,0.3921,2.3323,0.7217,3.3605,0.7069,4.2399,0.3426,2.6045,,,,,0.3051,2.4389,0.4385,3.2471,,,,,,,12.6061,16.8709,70.076,34.4428,29.924,65.5572,,,
Jharkhand,age_34_plus,20,16.9382,14.415,0.1772,0.6593,0.1474,0.9933,0.2362,0.9339,,,0.2005,0.941,0.2795,1.1242,0.2008,1.439,0.1156,0.9059,,,,,0.1199,0.9623,0.1974,1.1662,,,,,,,8.2875,13.0375,78.7949,43.2262,21.2051,56.7738,,,
Jharkhand,age_below10,20,94.9918,95.1392,3.4714,1.139,3.5579,1.2261,3.4945,1.1288,,,3.6928,1.1786,3.4452,1.0615,2.1619,1.1567,2.6278,1.2258,,,,,2.9862,1.1701,3.4235,1.1748,39.2944,46.7236,60.3648,52.7721,60.3648,52.7721,0.0,0.0,84.4811,80.9676,15.5189,19.0324,0.0,39.6352,47.2279
State - ORISSA  21,age_10_13,21,35.1104,34.3205,2.2478,0.1499,3.3946,0.2786,2.2997,0.2102,,,3.2874,0.2595,2.3218,0.1708,0.6174,0.1176,1.1724,0.1365,,,,,2.382,0.209,2.8345,0.2208,67.6055,77.907,31.1915,20.2523,31.1915,20.2523,0.0,0.0,26.0426,15.3495,73.9574,84.6505,0.0,68.8085,79.7477
State - ORISSA  21,age_14_17,21,11.6542,9.5333,35.3838,2.5903,37.206,2.7863,33.6779,2.7625,,,36.9719,3.7301,32.9555,2.2618,15.6565,0.9216,25.6614,1.6092,,,,,33.9467,2.3328,33.8944,2.5403,41.5057,54.7213,53.8898,34.0256,53.8898,34.0256,0.0,0.0,28.1293,14.5303,71.8707,85.4697,0.0,46.1102,65.9744
