state_name,age_bracket,state_code,Below_primary_share_total_female,Below_primary_share_total_male,CMPR_agri_labourers_female,CMPR_agri_labourers_male,CMPR_below_primary_female,CMPR_below_primary_male,CMPR_cultivators_female,CMPR_cultivators_male,CMPR_household_industry_female,CMPR_household_industry_male,CMPR_illiterate_female,CMPR_illiterate_male,CMPR_main_workers_female,CMPR_main_workers_male,CMPR_matric_female,CMPR_matric_male,CMPR_middle_female,CMPR_middle_male,CMPR_non_workers_female,CMPR_non_workers_male,CMPR_other_workers_female,CMPR_other_workers_male,CMPR_primary_female,CMPR_primary_male,CMPR_total_female,CMPR_total_male,Child_labour_attending_total_female,Child_labour_attending_total_male,Child_labour_dropout_total_female,Child_labour_dropout_total_male,Dropout_rate_total_female,Dropout_rate_total_male,Illiteracy_rate_total_female,Illiteracy_rate_total_male,Literacy_rate_total_female,Literacy_rate_total_male,Non_worker_dropout_total_female,School_attendance_rate_total_female,School_attendance_rate_total_male
Kerala,age_18_21,32,1.7259,2.0095,47.2733,14.1326,43.7608,15.7407,44.6237,10.6459,,,42.6761,17.4308,39.5294,9.0705,43.6215,3.268,47.6544,7.2914,,,,,44.9692,12.3798,,,40.2161,40.1925,54.1928,38.7095,54.1928,38.7095,1.7468,1.3559,98.2532,98.6441,0.0,45.8072,61.2905
Kerala,age_below10,32,97.9232,98.0869,1.6194,0.6359,1.8211,0.6214,1.745,0.5977,,,1.901,0.6642,1.335,0.6248,1.2561,0.6653,1.6571,0.653,,,,,1.773,0.626,,,80.1114,79.5418,19.8178,20.2481,19.8178,20.2481,73.9018,74.1072,26.0982,25.8928,0.0,80.1822,79.7519
Tamil Nadu,age_10_13,33,18.9359,20.997,2.2038,0.1271,2.0368,0.1277,2.0218,0.1173,,,2.8719,0.1537,2.0216,0.1224,0.5486,0.1104,1.2409,0.1247,,,,,1.7594,0.1253,,,87.46,89.3867,10.0723,7.706,10.0723,7.706,6.7866,4.4521,93.2134,95.5479,0.0,89.9277,92.294
Tamil Nadu,age_14_17,33,5.435,5.3108,27.4922,1.3823,24.8937,1.2675,26.4565,1.0799,,,28.0254,1.7654,24.7376,0.954,13.0939,0.485,22.688,0.8371,,,,,24.5875,1.0464,,,58.715,63.7756,28.4221,18.2699,28.4221,18.2699,9.4158,5.4626,90.5842,94.5374,0.0,71.5779,81.7301
Tamil Nadu,age_18_21,33,5.79,5.5306,50.5859,25.8192,49.0034,22.7333,50.6459,22.5452,,,47.5431,27.3089,48.1809,18.9846,47.8078,11.4812,49.4708,17.7243,,,,,49.2326,21.2298,,,25.3071,32.3746,51.4226,28.2001,51.4226,28.2001,14.0244,6.8961,85.9756,93.1039,0.0,48.5774,71.7999
Tamil Nadu,age_below10,33,93.3677,93.7805,1.0379,0.5884,1.0578,0.5958,1.0495,0.557,,,1.0144,0.5487,1.0259,0.6351,1.0874,0.7977,1.1548,0.744,,,,,1.09,0.6269,,,80.5914,80.981,19.0004,18.4857,19.0004,18.4857,72.5356,72.4036,27.4644,27.5964,0.0,80.9996,81.5143
State - PONDICHERRY  34,age_10_13,34,22.4763,25.392,3.9915,0.0697,3.8742,0.0764,4.0777,0.0621,,,5.2867,0.1194,2.8972,0.0637,0.3412,0.0486,1.1457,0.0653,,,,,2.382,0.1042,,,94.4345,95.1904,4.9187,3.7853,4.9187,3.7853,3.7369,3.2311,96.2631,96.7689,0.0,95.0813,96.2147
State - PONDICHERRY  34,age_14_17,34,2.8084,2.8768,34.9905,1.1187,33.1954,1.0485,29.3204,0.4965,,,35.2429,1.6429,27.0873,0.6157,12.3933,0.3173,24.8211,0.5982,,,,,30.2214,0.8197,,,70.4087,74.2265,23.8339,14.6633,23.8339,14.6633,3.9859,2.8619,96.0141,97.1381,0.0,76.1661,85.3367
State - PONDICHERRY  34,age_18_21,34,3.1765,3.1455,47.7273,22.0116,45.048,19.5806,47.767,12.0516,,,43.7854,23.9583,41.4939,13.5805,48.0004,8.3618,49.7273,14.1696,,,,,47.5441,17.8747,,,34.3364,42.1737,52.8875,25.277,52.8875,25.277,7.1836,3.5822,92.8164,96.4178,0.0,47.1125,74.723
State - PONDICHERRY  34,age_below10,34,96.8484,97.0257,1.0795,0.4515,1.2071,0.5346,0.7767,0.3848,,,1.2109,0.4432,0.9236,0.514,1.076,0.5537,1.1783,0.6281,,,,,1.2474,0.4701,,,85.1343,85.3322,14.7924,14.5508,14.7924,14.5508,74.954,74.5302,25.046,25.4698,0.0,85.2076,85.4492
Andaman & Nicobar Islands,age_10_13,35,39.2401,42.5084,7.1795,0.1158,6.7239,0.2051,6.8289,0.1958,,,6.6459,0.2683,3.6347,0.1771,0.5573,0.123,1.3952,0.1863,,,,,3.8251,0.1796,,,90.0978,91.0626,9.4398,7.6535,9.4398,7.6535,6.4672,5.0358,93.5328,94.9642,0.0,90.5602,92.3465
Andaman & Nicobar Islands,age_14_17,35,6.2151,7.6235,39.4872,2.6057,36.8156,2.051,32.7358,1.6353,,,32.1776,2.2958,21.4121,1.4524,11.1964,0.6954,25.1303,1.2507,,,,,34.1637,1.7801,,,74.9285,73.6007,23.4277,18.2636,23.4277,18.2636,5.3602,3.7337,94.6398,96.2663,0.0,76.5723,81.7364
Andaman & Nicobar Islands,age_18_21,35,5.9451,6.9386,35.8974,25.2461,42.1764,25.3052,44.0461,24.4712,,,41.4314,23.8998,37.4334,19.1672,49.041,12.7153,52.578,19.4053,,,,,46.3759,22.9518,,,36.9402,37.5699,58.8812,34.2252,58.8812,34.2252,8.1938,5.6475,91.8062,94.3525,0.0,41.1188,65.7748
Andaman & Nicobar Islands,age_below10,35,97.485,97.6642,4.6154,1.1581,1.6724,0.8497,2.6035,0.6757,,,2.1467,0.6023,1.5618,0.7681,1.035,0.7222,1.3391,0.9912,,,,,1.4923,0.8105,,,72.2624,73.4142,27.6301,26.2103,27.6301,26.2103,73.4293,73.3602,26.5707,26.6398,0.0,72.3699,73.7897
